PID,county_state,county,state,area,poptotal,popdensity,popwhite,popblack,popamerindian,popasian,popother,percwhite,percblack,percamerindan,percasian,percother,popadults,perchsd,percollege,percprof,poppovertyknown,percpovertyknown,percbelowpoverty,percchildbelowpovert,percadultpoverty,percelderlypoverty,inmetro,category
585,"EFFINGHAM, IL",EFFINGHAM,IL,0.028,31704,1132.28571,31523,12,45,95,29,99.42909412061569,0.03785011355034065,0.14193793000000005,0.29964673000000003,0.09147111,19477,74.9550752,20.2751964,3.7839503000000003,31229,98.5017663,8.99484454,11.599832000000001,6.97446574,10.5174981,0,AAR
586,"FAYETTE, IL",FAYETTE,IL,0.044,20893,474.840909,20148,599,40,35,71,96.43421241564161,2.8669889436653424,0.19145168,0.16752022,0.33982674,13894,68.79228440000001,13.6029941,2.98690082,19452,93.1029531,13.618136999999999,16.6276347,12.1341463,13.435828899999999,0,AAR
587,"FORD, IL",FORD,IL,0.03,14275,475.8333329999999,14157,43,14,40,21,99.17338003502627,0.3012259194395797,0.09807356,NA,0.14711033000000004,9592,77.16847369999999,17.827356100000003,3.8990825699999996,13860,97.09281960000001,9.26406926,13.571227899999998,7.32528768,8.78740157,0,AAR
588,"FRANKLIN, IL",FRANKLIN,IL,0.025,40319,1612.76,40068,36,106,84,25,99.37746471886703,0.0892879287680746,0.26290335,0.2083385,0.06200551,27214,66.66421690000001,14.705666200000001,2.4325714699999996,39703,98.4721843,20.764174,31.074741999999997,19.3135372,13.679485900000001,0,LHR
589,"FULTON, IL",FULTON,IL,0.052000000000000005,38080,732.3076919999999,37117,668,83,105,107,97.47111344537815,1.754201680672269,0.21796218000000006,0.27573528999999997,0.28098739000000006,25592,73.84729600000001,15.5321976,2.99703032,36393,95.5698529,15.494738,22.8122252,13.996573099999999,11.0196033,0,AAR
590,"GALLATIN, IL",GALLATIN,IL,0.019,6909,363.63157899999993,6842,42,10,11,4,99.03025039803155,0.60790273556231,0.14473875000000003,0.15921262000000003,NA,4680,58.418803399999994,11.3675214,2.69230769,6737,97.51049360000002,21.4338726,29.7246558,20.005595999999997,16.2300319,0,LHR
591,"GREENE, IL",GREENE,IL,0.033,15317,464.15151499999996,15231,14,50,17,5,99.43853234967683,0.0914017105177254,0.32643468000000003,0.11098778999999999,0.03264347,10031,69.0459575,13.0495464,2.7115940600000004,15096,98.5571587,15.5339163,20.0300827,13.444049,14.9431818,0,AAR
592,"GRUNDY, IL",GRUNDY,IL,0.026000000000000002,32337,1243.7307700000001,31864,21,45,113,294,98.5372792776077,0.06494108915483811,0.13915948000000003,0.34944491,0.9091752500000001,20541,78.96402320000003,18.377878400000007,3.9384645299999996,31979,98.8929091,6.6168423,6.930471720000001,5.327339139999999,10.4620084,1,ALU
593,"HAMILTON, IL",HAMILTON,IL,0.025,8499,339.96,8462,3,11,21,2,99.56465466525474,0.03529827038475115,0.12942699000000002,0.24708789000000003,0.023532179999999996,5859,59.99317290000001,14.046765699999998,2.6113671299999996,8383,98.6351335,19.8496958,21.9232686,17.050133199999998,23.141967100000006,0,LHR
594,"HANCOCK, IL",HANCOCK,IL,0.047,21373,454.74468100000007,21272,26,25,37,13,99.52744116408553,0.1216488092453095,0.11697001,0.17311561,0.060824399999999994,14322,77.5380533,20.660522299999997,3.86119257,20943,97.9881158,11.784367099999997,14.6202065,9.829460270000002,12.9152053,0,AAR
595,"HARDIN, IL",HARDIN,IL,0.009,5189,576.5555559999999,5062,85,16,13,13,97.55251493544036,1.638080555020235,0.30834458000000003,0.25052997000000005,0.25052997000000005,3492,59.736540700000006,14.318442200000002,2.6059564699999997,4954,95.4711891,26.746063799999998,35.1417004,25.1742835,21.1961302,0,LHR
596,"HENDERSON, IL",HENDERSON,IL,0.023,8096,352,8037,8,29,10,12,99.27124505928853,0.09881422924901186,0.35820157999999996,NA,0.14822134000000003,5467,73.349186,13.7735504,2.17669654,8030,99.18478259999999,12.938978799999997,15.608074799999999,10.2823529,16.2950257,0,AAR
597,"HENRY, IL",HENRY,IL,0.051000000000000004,51159,1003.1176499999999,49969,657,63,128,342,97.67391856760297,1.2842315135166833,0.12314549000000001,0.25020036,0.6685040799999998,33423,77.19534449999999,18.723633399999997,4.221643780000002,50472,98.6571278,10.4790775,15.177263399999998,8.635263449999998,9.01154039,1,AAU
598,"IROQUOIS, IL",IROQUOIS,IL,0.067,30787,459.50746300000003,30154,164,43,69,357,97.94393737616527,0.5326923701562348,0.13966934000000003,0.22412056999999996,1.15958034,20578,73.43765190000002,15.166682900000001,3.22674701,30189,98.05762170000001,9.198714759999998,11.676271599999998,7.959263100000002,9.100279779999997,0,AAR
599,"JACKSON, IL",JACKSON,IL,0.036,61067,1696.3055600000002,51991,6342,109,2178,447,85.13763571159546,10.385314490641427,0.17849248000000006,3.56657442,0.7319828999999999,32172,78.76725100000002,36.6436653,14.0898918,54230,88.80410040000001,28.371750000000002,26.392210499999997,32.4584833,13.815300800000001,0,AHR
600,"JASPER, IL",JASPER,IL,0.028999999999999998,10609,365.827586,10574,1,11,17,6,99.67009143180319,0.009425959091337543,0.10368555000000002,0.16024130000000003,0.05655575,6835,69.7000732,15.0256035,2.7651792200000003,10511,99.076256,13.100561299999999,17.437961100000006,10.007610399999999,14.562252500000001,0,AAR
601,"JEFFERSON, IL",JEFFERSON,IL,0.033,37020,1121.81818,34856,1924,56,129,55,94.15451107509453,5.197190707725554,0.15126958000000004,0.34846029,0.14856834000000005,24023,69.9038422,18.369895500000002,3.67980685,36495,98.5818476,16.056994100000004,21.113499100000002,13.6358867,15.631523999999999,0,AAR
602,"JERSEY, IL",JERSEY,IL,0.023,20539,893,20346,96,43,32,22,99.0603242611617,0.4674034763133551,0.20935781,0.15580116000000002,0.10711330000000001,12847,71.91562230000001,14.758309299999999,3.1369191299999994,19611,95.48176640000001,9.744531129999999,11.825572800000002,8.834321199999998,9.29971989,1,AAU
603,"JO DAVIESS, IL",JO DAVIESS,IL,0.034999999999999996,21821,623.4571429999999,21732,14,20,29,26,99.59213601576464,0.0641583795426424,0.09165482999999999,0.1328995,0.11915128,14409,74.092581,16.4133528,3.4284128,21610,99.0330416,8.287829709999999,9.29164459,6.283982529999999,11.839323499999999,0,AAR
604,"JOHNSON, IL",JOHNSON,IL,0.02,11347,567.3499999999999,10230,1046,26,14,31,90.15598836696924,9.218295584736055,0.22913545000000002,0.12338063,0.27319996,7922,66.17015909999999,14.352436300000004,3.4334763899999996,9180,80.9024412,15.555555600000002,18.5350603,12.2665006,19.8775318,0,LAR
605,"KANE, IL",KANE,IL,0.028999999999999998,317471,10947.275899999999,269675,19006,620,4474,23696,84.94476660860362,5.9866885479303615,0.19529343000000005,1.4092625799999998,NA,191807,77.71926990000003,27.593883400000003,7.01329983,310740,97.87980629999998,6.8465598199999995,9.59040311,5.551679460000001,6.31380264,1,ALU
606,"KANKAKEE, IL",KANKAKEE,IL,0.039,96255,2468.07692,80194,14399,150,644,868,83.31411355254272,14.959222897511818,0.15583606000000003,0.6690561499999998,0.90177134,59821,73.0863744,17.6409622,3.9902375400000003,92594,96.1965612,13.2967579,19.598327599999998,10.888062,10.247964699999997,1,AAU
607,"KENDALL, IL",KENDALL,IL,0.018000000000000002,39413,2189.6111100000007,38019,210,73,224,887,96.46309593281404,0.5328191205947276,0.18521808000000003,0.5683404000000001,2.25052648,24175,83.67735259999999,24.889348499999997,5.2533609100000005,39199,99.4570319,3.38529044,4.4201723699999995,2.355048719999999,5.87851078,1,HLU
608,"KNOX, IL",KNOX,IL,0.042,56393,1342.6904799999998,52413,2860,85,320,715,92.9423864664054,5.071551433688579,0.15072793000000004,0.56744631,1.26788786,37723,76.56602070000001,19.343636499999995,4.2122842799999995,53106,94.1712624,13.868489400000001,19.673376400000002,12.8831741,9.738717339999997,0,AAR
609,"LAKE, IL",LAKE,IL,0.028,516418,18443.5,450666,34771,1198,12588,17195,87.26767850849507,6.733111549171408,0.23198262,2.43756027,3.32966705,318475,84.7269016,37.8340529,11.4640082,495312,95.91300070000001,5.159778080000001,6.767124839999998,4.1919390199999995,6.164430329999998,1,HLU
610,"LA SALLE, IL",LA SALLE,IL,0.068,106913,1572.25,103805,1153,206,523,1226,97.09296343756138,1.0784469615481747,0.19268003,0.4891827900000001,1.1467267799999998,70357,73.12705199999999,16.8995267,3.43817957,104473,97.7177705,11.1014329,15.2417866,9.21209673,10.6971468,0,AAR
611,"LAWRENCE, IL",LAWRENCE,IL,0.022,15972,726,15759,151,31,21,10,98.6664162283997,0.945404457801152,0.19408966,0.13148009000000002,0.06260957,10950,69.23287669999999,14.538812799999999,1.9452054799999998,15347,96.08690209999999,19.8475272,31.112873400000005,16.7597057,14.8832156,0,AHR
612,"LEE, IL",LEE,IL,0.043000000000000003,34392,799.813953,32530,1222,84,181,375,94.58595022098162,3.553151895789718,0.24424285000000004,0.5262851799999999,1.0903698499999999,22661,76.2808349,18.476678,4.042187019999999,32162,93.51593390000001,8.824078099999998,10.5378832,7.715425069999999,9.5268748,0,AAR
613,"LIVINGSTON, IL",LIVINGSTON,IL,0.062,39301,633.8870969999999,36551,2115,62,131,442,93.00272257703367,5.381542454390473,0.15775680000000003,0.33332485,1.1246533200000002,26084,74.1450698,14.503143699999999,2.94816746,35431,90.15292229999999,9.325167230000002,13.701158899999998,8.02005013,6.77040677,0,AAR
614,"LOGAN, IL",LOGAN,IL,0.036,30798,855.5,29223,1291,37,143,104,94.88603156049093,4.19183063835314,0.12013767000000002,NA,0.33768427,20324,75.90041330000001,17.949222599999995,3.79846487,28104,91.25267869999999,10.781383399999998,12.825845800000002,9.96479107,10.3613632,0,AAR
615,"MCDONOUGH, IL",MCDONOUGH,IL,0.034,35244,1036.5882399999998,32992,1254,65,802,131,93.61025990239473,3.5580524344569286,0.18442856,2.2755646400000002,0.37169447,18784,80.30238499999999,27.928023899999996,10.359880700000001,28821,81.7756214,19.0520801,16.009316799999997,22.4033816,12.8843841,0,HHR
616,"MCHENRY, IL",MCHENRY,IL,0.036,183241,5090.027779999999,178895,310,299,1293,2444,97.62826005097112,0.16917611233293858,0.16317309,0.70562811,1.3337626399999998,114721,84.50763160000001,28.0541488,6.417308080000001,181636,99.1241043,3.49159858,4.06964667,2.870245679999999,5.0644731,1,HLU
617,"MCLEAN, IL",MCLEAN,IL,0.068,129180,1899.7058800000002,121057,5563,203,1624,733,93.7118749032358,4.306394178665427,0.15714507000000003,1.2571605499999998,0.5674253,72957,84.671793,33.8185507,9.00393382,117663,91.08453320000001,11.875440900000003,10.0105088,13.715404000000001,7.2666025,1,HAU
618,"MACON, IL",MACON,IL,0.034999999999999996,117206,3348.7428599999994,102197,14135,157,506,211,87.19434158660819,12.059962800539221,0.13395219000000003,0.43171851000000006,0.18002490999999998,76297,76.21138450000001,19.861855600000005,4.9844685900000005,114042,97.3004795,12.741796899999999,19.257478600000002,10.909583500000002,8.98486907,1,AAU
619,"MACOUPIN, IL",MACOUPIN,IL,0.05,47679,953.58,47077,379,94,88,41,98.73738962646028,0.7948992218796535,0.19715179,0.18456763,0.08599174000000002,31217,72.81929720000001,14.008392899999999,3.2546369,46387,97.29021160000002,13.2127536,18.5988943,10.8171077,12.460907,0,AAR
620,"MADISON, IL",MADISON,IL,0.045,249238,5538.622220000002,230217,16136,683,1420,782,92.36833869634647,6.4741331578651735,0.27403526,0.56973656,NA,161517,75.81431060000001,19.699474400000003,4.94932422,245370,98.44806970000002,11.3387945,16.6709192,9.903050610000001,8.291810969999998,1,AAU
621,"MARION, IL",MARION,IL,0.034999999999999996,41561,1187.45714,39647,1519,106,232,57,95.39472101248766,3.654868747142754,0.2550468,0.5582156300000001,0.13714781,27077,70.12593709999997,16.4493851,3.3127746799999995,40800,98.1689565,16.3676471,22.3493101,13.928571399999997,14.722483500000001,0,AAR
622,"MARSHALL, IL",MARSHALL,IL,0.023,12846,558.521739,12752,17,30,28,19,99.26825470963723,0.13233691421454147,0.23353573000000002,0.21796668000000005,0.14790596000000003,8600,77.7790698,17.534883700000005,2.56976744,12563,97.79697960000001,9.38470111,11.4717933,7.50307503,11.3305613,0,AAR
623,"MASON, IL",MASON,IL,0.033,16269,493,16180,8,27,38,16,99.45294732312988,0.049173274325404144,0.16595980000000002,NA,0.09834655,10729,72.57899149999999,13.505452500000002,2.8986857999999995,16025,98.5002151,15.507020299999999,24.113135200000002,12.8400955,11.603800699999999,0,AAR
624,"MASSAC, IL",MASSAC,IL,0.014,14752,1053.71429,13804,870,37,31,10,93.57375271149675,5.8975054229934925,0.25081345,0.21014100000000002,0.06778742,10068,65.3059197,14.034564999999999,2.9300754899999992,14348,97.2613883,16.741009199999997,22.9808251,14.9682372,14.328358199999998,0,LAR
625,"MENARD, IL",MENARD,IL,0.018000000000000002,11164,620.2222219999999,11101,9,29,14,11,99.43568613400215,0.08061626657112146,0.25976352999999996,0.12540308000000003,0.09853099,7390,77.3071719,18.511502,3.5182679299999995,10964,98.20852740000001,9.558555270000001,12.4503311,7.89163722,10.144927499999998,1,AAU
626,"MERCER, IL",MERCER,IL,0.033,17290,523.939394,17155,30,33,35,37,99.2192018507808,0.1735106998264893,0.19086177,0.20242915000000003,0.21399653000000005,11357,77.35317429999999,16.4744211,3.1170203400000003,17006,98.35743199999999,10.131718199999998,11.466372699999999,9.01086957,11.4338123,0,AAR
627,"MONROE, IL",MONROE,IL,0.023,22422,974.8695649999999,22262,13,53,57,37,99.28641512799928,0.05797877085005798,0.23637499,0.25421461,0.1650165,14613,75.8639568,19.920618599999997,3.3189625699999996,22071,98.43457320000002,4.8117439200000005,4.77462437,4.211978569999999,6.83692471,1,ALU
628,"MONTGOMERY, IL",MONTGOMERY,IL,0.041,30728,749.4634149999999,29956,559,49,66,98,97.48763342879458,1.819187711533455,0.15946368000000005,0.21478782000000002,0.31892736000000005,20386,72.1917002,11.723732,2.5262434999999996,29003,94.3862275,14.0295831,17.7958446,12.291226399999998,13.4700076,0,AAR
629,"MORGAN, IL",MORGAN,IL,0.033,36397,1102.93939,34561,1510,48,130,148,94.9556282111163,4.14869357364618,0.131879,0.35717229,0.40662692000000006,23605,75.9034103,20.724422799999996,5.659817839999999,33746,92.7164327,11.195400900000001,12.3290901,10.141855499999998,12.618388499999998,0,AAR
630,"MOULTRIE, IL",MOULTRIE,IL,0.021,13930,663.333333,13884,8,22,13,3,99.66977745872218,0.0574300071787509,0.15793252000000002,0.09332376,0.02153625,9282,70.2865762,15.718595099999998,2.9950441699999995,13356,95.87939699999998,11.3432165,15.266963299999999,9.10269336,11.856585000000003,0,AAR
631,"OGLE, IL",OGLE,IL,0.045,45957,1021.26667,44895,66,87,136,773,97.68914420001306,0.1436125073438214,0.18930740000000001,0.2959288000000001,1.6820070900000001,29575,77.60270499999999,18.7793745,3.4725274699999997,45229,98.41591050000001,7.24535143,8.54618474,6.26131745,8.287083749999999,1,ALU
632,"PEORIA, IL",PEORIA,IL,0.038,182827,4811.23684,154298,24892,312,2225,1100,84.39563084227166,13.615056857028776,0.17065313000000001,NA,0.60166168,115963,77.93261640000001,25.838414,6.59003303,176647,96.6197553,14.527843699999998,21.8711768,12.4275854,10.3180428,1,AAU
633,"PERRY, IL",PERRY,IL,0.026000000000000002,21412,823.538462,20901,399,26,63,23,97.61348776387074,1.863441061087241,0.12142724000000002,0.29422754,0.10741640000000001,13921,67.839954,13.562244100000001,2.2053013400000006,21090,98.49617040000001,15.836889500000002,20.859671300000002,13.347589800000002,15.866050800000002,0,LAR
634,"PIATT, IL",PIATT,IL,0.025,15548,621.92,15508,8,16,11,5,99.74273218420376,0.05145356315924878,0.10290713,0.07074865000000001,0.03215848,10458,82.950851,22.011857000000006,5.192197359999999,15315,98.50141500000001,6.131243880000001,7.06766917,4.612259529999999,9.16779432,0,HLR
635,"PIKE, IL",PIKE,IL,0.049,17577,358.714286,17499,8,24,32,14,99.55623826591568,0.045514024008647666,0.13654207000000002,0.1820561,NA,11820,69.85617599999999,12.1742809,2.3096446699999995,17365,98.7938784,17.932623099999997,23.332558700000003,15.0834773,18.277358900000003,0,AHR
636,"POPE, IL",POPE,IL,0.022,4373,198.772727,4072,266,15,6,14,93.11685341870569,6.082780699748456,0.34301394999999996,0.13720558000000002,0.32014634999999997,2821,65.15420060000001,14.250265899999999,2.48138958,4160,95.1292019,25.168269199999997,36.472945900000006,24.414869200000002,15.3611394,0,LHR
637,"PULASKI, IL",PULASKI,IL,0.011,7523,683.909091,5032,2466,8,7,10,66.8882094908946,32.779476272763524,0.10634056,0.09304798999999998,0.13292569,4816,59.77990030000001,14.3687708,2.2009966800000003,7441,98.91000930000001,30.184115000000002,40.037418100000004,23.867741,31.161971800000003,0,LHR
638,"PUTNAM, IL",PUTNAM,IL,0.01,5730,573,5616,9,7,7,91,98.01047120418848,0.15706806282722513,0.12216405000000002,0.12216405000000002,1.58813264,3783,75.8128469,16.5212794,3.4364261199999993,5722,99.8603839,7.54980776,10.478061599999998,6.22734761,7.15517241,0,AAR
639,"RANDOLPH, IL",RANDOLPH,IL,0.036,34583,960.6388890000001,31532,2852,54,83,62,91.17774629153053,8.246826475435908,0.15614608000000005,0.24000231000000002,0.17927884000000002,22847,64.2228739,12.741278899999996,2.9588129699999994,30685,88.7285661,11.0021183,14.2925089,8.99560578,11.678487,0,LAR
640,"RICHLAND, IL",RICHLAND,IL,0.022,16545,752.045455,16442,17,24,43,19,99.37745542459957,0.10275007555152614,0.14505893000000003,0.25989724999999997,0.11483832,10917,73.4908858,21.507740199999997,3.6273701600000003,16228,98.08401330000001,13.975844200000003,18.660061300000002,12.068160599999999,12.949430000000001,0,AAR
641,"ROCK ISLAND, IL",ROCK ISLAND,IL,0.028,148723,5311.535709999999,133428,10488,354,1017,3436,89.71578034332282,7.052036336007209,0.23802640000000003,NA,2.3103353199999996,96715,77.3747609,21.3007289,4.49775112,144662,97.26942030000001,13.1845267,19.375,11.7520934,9.057488970000001,1,AAU
642,"ST CLAIR, IL",ST CLAIR,IL,0.04,262852,6571.3,187866,71275,585,2007,1119,71.47215923789814,27.116019661254242,0.2225587,0.76354755,0.42571485000000003,162550,72.58689629999999,21.184251000000003,5.3891110399999995,257438,97.94028580000001,17.43177,26.7291879,14.265400800000002,11.8686334,1,AAU
643,"SALINE, IL",SALINE,IL,0.022,26551,1206.8636399999998,25452,931,66,40,62,95.86079620353283,3.50645926707092,0.24857821000000002,0.15065346000000002,0.23351286000000002,18020,63.22419530000001,15.4883463,3.6348501699999995,25545,96.21106550000002,20.183989,26.6991079,18.6944068,16.8465816,0,LHR
644,"SANGAMON, IL",SANGAMON,IL,0.051000000000000004,178386,3497.76471,162013,14364,290,1377,342,90.82158913816106,8.052201405939927,0.16256881,0.77192156,0.19171908000000004,117686,81.7709838,28.988154899999998,8.169196000000001,175796,98.5480923,9.88816583,13.700857599999999,8.212676479999999,9.764429119999999,1,HAU
645,"SCHUYLER, IL",SCHUYLER,IL,0.026000000000000002,7498,288.384615,7479,2,9,6,2,99.74659909309149,0.026673779674579887,0.12003201000000001,0.08002134000000001,0.02667378,5090,69.41060900000002,14.636542200000001,2.75049116,7365,98.22619370000001,16.496945,21.9134153,13.646112599999999,16.7800454,0,AAR
646,"SCOTT, IL",SCOTT,IL,0.015,5644,376.266667,5634,1,6,3,0,99.82282069454288,0.01771793054571226,0.10630758,0.05315379000000001,0,3732,73.6066452,13.0760986,2.25080386,5578,98.83061660000001,11.5274292,14.256480200000002,9.37067773,13.3606557,0,AAR
647,"SHELBY, IL",SHELBY,IL,0.044,22261,505.9318179999999,22190,14,27,27,3,99.68105655630924,0.0628902565024033,0.12128835,0.12128835,0.01347648,14745,72.7229569,15.9511699,3.7843336700000005,22010,98.87246749999998,10.0045434,12.0917304,8.6534177,10.629843,0,AAR
648,"STARK, IL",STARK,IL,0.017,6534,384.35294100000004,6496,8,8,21,1,99.41842669115395,0.12243648607284971,0.12243649000000001,0.32139578,0.01530456,4396,77.0245678,16.878980900000002,2.9799818,6404,98.0104071,12.4609619,19.0391459,10.447761199999999,9.387483360000001,0,AAR
